bkpage,Percent_Difference_1,Percent_Difference_2,Percent_Difference_3
100,0.798256939961265,0.884535089127991,0.997254965283384
259,0.560316640853554,0.557892876082729,0.922971114167813
493,0.638381668456856,0.647440519105984,0.951698348395139
613,0.720962199312715,0.616289431473891,0.944625407166124
1099,0.707846410684474,0.699195906432749,0.98980044345898
